Date and Time,input_1,in_1_calculated
2020-04-11 16:04:19+02:00,12.959,24.295
2020-04-11 16:07:19+02:00,14.759,36.595
2020-04-11 16:10:19+02:00,12.759,33.52
2020-04-11 16:13:19+02:00,10.159,36.595
2020-04-11 16:16:20+02:00,7.159,47.3575
2020-04-11 16:19:20+02:00,7.159,50.4325
2020-04-11 16:22:20+02:00,5.759,81.1825
2020-04-11 16:25:20+02:00,8.359,53.5075
2020-04-11 16:28:20+02:00,9.759,62.7325
2020-04-11 16:31:21+02:00,11.359,19.6825
2020-04-11 16:34:21+02:00,12.359,35.0575
2020-04-11 16:37:21+02:00,14.959,50.4325
2020-04-11 16:40:22+02:00,15.459,59.6575
2020-04-11 16:43:22+02:00,15.059,35.0575
2020-04-11 16:46:23+02:00,14.459,4.3075
2020-04-11 16:49:23+02:00,14.259,22.7575
2020-04-11 16:52:23+02:00,15.459,35.0575
2020-04-11 16:55:23+02:00,16.859,25.8325
2020-04-11 16:58:23+02:00,17.259,41.2075
2020-04-11 17:01:24+02:00,17.059,31.9825
2020-04-11 17:04:24+02:00,17.459,25.8325
2020-04-11 17:07:24+02:00,15.859,16.6075
2020-04-11 17:10:24+02:00,15.659,22.7575
2020-04-11 17:13:24+02:00,14.659,19.6825
2020-04-11 17:16:25+02:00,15.459,13.5325
2020-04-11 17:19:25+02:00,17.259,10.4575
2020-04-11 17:22:25+02:00,19.059,25.8325
2020-04-11 17:25:25+02:00,17.259,31.9825
2020-04-11 17:28:25+02:00,18.259,50.4325
2020-04-11 17:31:26+02:00,17.459,59.6575
2020-04-11 17:34:26+02:00,18.259,81.1825
2020-04-11 18:00:15+02:00,17.982,78.1075
2020-04-11 18:03:15+02:00,18.182,71.9575
2020-04-11 18:06:18+02:00,7.779,78.1075
2020-04-11 18:09:18+02:00,8.179,65.8075
2020-04-11 18:12:18+02:00,7.179,105.783
2020-04-11 18:15:19+02:00,6.379,111.933
2020-04-11 18:18:19+02:00,5.979,96.5575
2020-04-11 18:21:19+02:00,5.579,56.5825
2020-04-11 18:24:19+02:00,4.779,91.945
2020-04-11 18:27:23+02:00,15.284,58.12
2020-04-11 18:30:23+02:00,13.284,45.82
2020-04-11 18:33:23+02:00,13.084,11.995
2020-04-11 18:36:24+02:00,15.884,21.22
2020-04-11 18:39:24+02:00,15.684,27.37
2020-04-11 18:42:24+02:00,14.084,18.145
2020-04-11 18:45:24+02:00,13.284,21.22
2020-04-11 18:48:24+02:00,13.884,48.895
2020-04-11 18:51:25+02:00,13.684,55.045
2020-04-11 18:54:25+02:00,13.884,33.52
2020-04-11 18:57:25+02:00,12.684,33.52
2020-04-11 19:00:25+02:00,11.284,70.42
2020-04-11 19:03:26+02:00,10.484,42.745
2020-04-11 19:06:26+02:00,8.084,45.82
2020-04-11 19:09:27+02:00,7.384,39.67
2020-04-11 19:12:27+02:00,7.984,11.995
2020-04-11 19:15:27+02:00,8.184,11.995
2020-04-11 19:18:28+02:00,8.384,21.22
2020-04-11 19:21:28+02:00,10.584,5.845
2020-04-11 19:24:29+02:00,13.484,18.145
2020-04-11 19:27:29+02:00,12.284,11.995
2020-04-11 19:30:29+02:00,13.484,21.22
2020-04-11 19:33:30+02:00,14.284,8.92
2020-04-11 19:36:31+02:00,12.984,21.22
2020-04-11 19:39:31+02:00,12.584,2.77
2020-04-11 19:42:31+02:00,10.784,42.745
2020-04-11 19:45:31+02:00,9.784,8.92
2020-04-11 19:48:32+02:00,9.984,8.92
2020-04-11 19:51:32+02:00,12.184,30.445
2020-04-11 19:54:32+02:00,12.984,33.52
2020-04-11 19:57:32+02:00,15.584,27.37
2020-04-11 20:00:32+02:00,14.784,15.07
2020-04-11 20:03:34+02:00,15.484,5.845
2020-04-11 20:06:34+02:00,16.084,15.07
2020-04-11 20:09:34+02:00,15.484,11.995
2020-04-11 20:12:34+02:00,16.684,82.72
2020-04-11 20:15:34+02:00,16.484,88.87
2020-04-11 20:18:36+02:00,16.784,141.145
2020-04-11 20:21:36+02:00,18.184,122.695
2020-04-11 20:24:36+02:00,18.384,116.545
2020-04-11 20:27:36+02:00,19.784,125.77
2020-04-11 20:30:36+02:00,17.784,124.232
2020-04-11 20:33:37+02:00,19.184,133.458
2020-04-11 20:36:39+02:00,19.384,127.308
2020-04-11 20:39:39+02:00,18.384,118.082
2020-04-11 20:42:39+02:00,19.784,84.2575
2020-04-11 20:45:39+02:00,17.584,105.783
2020-04-11 20:48:40+02:00,19.384,136.533
2020-04-11 20:51:40+02:00,18.984,145.758
2020-04-11 20:54:40+02:00,19.384,154.982
2020-04-11 20:57:40+02:00,16.984,148.833
2020-04-11 21:00:40+02:00,17.584,102.707
2020-04-11 21:03:41+02:00,16.984,87.3325
2020-04-11 21:06:41+02:00,17.584,81.1825
2020-04-11 21:09:41+02:00,16.984,71.9575
2020-04-11 21:12:41+02:00,16.584,90.4075
2020-04-11 21:15:41+02:00,16.384,44.2825
2020-04-11 21:18:42+02:00,18.584,25.8325
2020-04-11 21:21:42+02:00,17.784,47.3575
2020-04-11 21:24:42+02:00,18.584,75.0325
2020-04-11 21:27:42+02:00,18.984,93.4825
2020-04-11 21:30:43+02:00,18.984,90.4075
2020-04-11 21:33:43+02:00,16.384,75.0325
2020-04-11 21:36:43+02:00,17.584,44.2825
2020-04-11 21:39:43+02:00,16.584,62.7325
2020-04-11 21:42:43+02:00,14.584,84.2575
2020-04-11 21:45:44+02:00,13.384,78.1075
2020-04-11 21:48:44+02:00,13.384,75.0325
2020-04-11 22:08:38+02:00,12.908,87.3325
2020-04-11 22:11:42+02:00,8.076,71.9575
2020-04-11 23:02:04+02:00,5.887,71.9575
2020-04-11 23:05:04+02:00,4.487,35.0575
2020-04-11 23:08:06+02:00,6.187,39.67
2020-04-11 23:11:06+02:00,7.787,30.445
2020-04-11 23:14:06+02:00,8.987,33.52
2020-04-11 23:17:06+02:00,8.387,36.595
2020-04-11 23:20:06+02:00,10.787,27.37
2020-04-11 23:23:07+02:00,10.387,21.22
2020-04-11 23:26:07+02:00,9.987,48.895
2020-04-11 23:29:07+02:00,9.187,51.97
2020-04-11 23:34:47+02:00,18.757,48.895
2020-04-11 23:37:53+02:00,0.0,8.92
2020-04-11 23:40:53+02:00,0.0,2.77
2020-04-11 23:45:42+02:00,-1.0,27.37
2020-04-11 23:57:53+02:00,-100.0,24.295
2020-04-12 00:00:54+02:00,-100.0,21.22
2020-04-12 00:03:54+02:00,-100.0,45.82
2020-04-12 00:06:55+02:00,-100.0,18.145
2020-04-12 00:09:55+02:00,-100.0,5.845
2020-04-12 00:12:55+02:00,-100.0,67.345
2020-04-12 00:15:55+02:00,-100.0,11.995
2020-04-12 00:18:55+02:00,-100.0,5.845
2020-04-12 00:21:56+02:00,-100.0,21.22
2020-04-12 00:32:02+02:00,-100.0,61.195
2020-04-12 00:37:43+02:00,7.49,73.495
2020-04-12 00:40:43+02:00,7.29,61.195
2020-04-12 00:43:58+02:00,9.1,51.97
2020-04-12 00:46:58+02:00,9.7,55.045
2020-04-12 00:50:18+02:00,8.7,85.795
2020-04-12 00:53:19+02:00,9.1,113.47
2020-04-12 00:56:19+02:00,9.1,98.095
2020-04-12 00:59:19+02:00,9.5,98.095
2020-04-12 01:02:19+02:00,9.1,128.845
2020-04-12 01:05:29+02:00,9.7,110.395
2020-04-12 01:08:30+02:00,7.3,156.52
2020-04-12 01:11:30+02:00,9.9,125.77
2020-04-12 01:14:30+02:00,9.9,122.695
2020-04-12 01:17:31+02:00,9.4,122.695
2020-04-12 01:20:31+02:00,9.6,91.945
2020-04-12 01:23:32+02:00,10.2,104.245
2020-04-12 01:26:32+02:00,9.4,48.895
2020-04-12 01:29:32+02:00,8.6,42.745
2020-04-12 22:53:04+02:00,19.811,39.67
2020-04-12 22:56:04+02:00,19.611,36.595
2020-04-12 22:59:04+02:00,19.411,45.82
2020-04-12 23:02:04+02:00,19.611,70.42
2020-04-12 23:05:05+02:00,19.411,67.345
2020-04-12 23:08:05+02:00,19.011,82.72
2020-04-12 23:11:05+02:00,18.411,76.57
2020-04-12 23:14:05+02:00,18.411,88.87
2020-04-12 23:17:05+02:00,19.011,88.87
2020-04-12 23:20:06+02:00,19.811,79.645
2020-04-12 23:23:06+02:00,17.811,96.5575
2020-04-12 23:26:06+02:00,18.811,111.933
2020-04-12 23:29:06+02:00,20.011,90.4075
2020-04-12 23:32:06+02:00,19.211,81.1825
2020-04-12 23:35:07+02:00,19.811,99.6325
2020-04-12 23:38:07+02:00,19.611,124.232
2020-04-12 23:41:07+02:00,19.811,124.232
2020-04-12 23:44:07+02:00,19.011,105.783
2020-04-12 23:47:07+02:00,19.811,68.8825
2020-04-12 23:50:09+02:00,17.911,78.1075
2020-04-12 23:53:09+02:00,17.511,96.5575
2020-04-12 23:56:09+02:00,18.111,87.3325
2020-04-12 23:59:09+02:00,18.911,90.4075
2020-04-13 00:02:09+02:00,15.911,96.5575
2020-04-13 00:05:10+02:00,16.911,115.007
2020-04-13 00:08:10+02:00,17.111,133.458
2020-04-13 00:11:10+02:00,16.911,121.158
2020-04-13 00:14:55+02:00,8.82,115.007
2020-04-13 00:17:56+02:00,7.62,111.933
2020-04-13 00:20:56+02:00,7.02,142.682
2020-04-13 00:23:56+02:00,8.02,130.383
2020-04-13 00:26:56+02:00,5.82,40.4849
2020-04-13 00:29:56+02:00,6.62,
2020-04-13 00:32:57+02:00,7.82,
2020-04-13 00:35:57+02:00,6.62,
2020-04-13 00:38:57+02:00,7.02,
2020-04-13 00:41:57+02:00,7.42,
2020-04-13 00:44:57+02:00,7.02,
2020-04-13 00:47:58+02:00,4.62,
2020-04-13 00:50:58+02:00,6.62,
2020-04-13 00:53:58+02:00,4.62,
2020-04-13 00:56:59+02:00,5.32,
2020-04-13 01:00:00+02:00,6.12,
2020-04-13 01:03:00+02:00,5.92,
2020-04-13 01:06:00+02:00,6.12,
2020-04-13 01:09:01+02:00,6.82,
2020-04-13 01:12:01+02:00,7.02,
2020-04-13 01:15:02+02:00,9.02,
2020-04-13 01:18:02+02:00,7.22,
2020-04-13 01:21:02+02:00,7.82,
2020-04-13 01:24:02+02:00,5.02,
2020-04-13 01:27:02+02:00,6.02,
2020-04-13 01:30:03+02:00,7.02,
2020-04-13 01:33:03+02:00,7.62,
2020-04-13 01:36:03+02:00,6.02,
2020-04-13 01:39:03+02:00,4.02,
2020-04-13 01:42:03+02:00,5.22,
2020-04-13 01:45:04+02:00,6.02,
2020-04-13 01:48:04+02:00,5.42,
2020-04-13 01:51:04+02:00,6.42,
2020-04-13 01:54:04+02:00,5.82,
2020-04-13 01:57:04+02:00,5.42,
2020-04-13 02:02:59+02:00,4.82,
2020-04-13 02:05:59+02:00,5.22,
2020-04-13 02:08:59+02:00,5.02,
2020-04-13 02:12:00+02:00,4.62,
2020-04-13 02:15:00+02:00,4.42,
2020-04-13 02:18:00+02:00,5.42,
2020-04-13 02:21:00+02:00,5.82,
2020-04-13 02:24:00+02:00,7.02,
2020-04-13 02:27:01+02:00,7.62,
2020-04-13 02:30:01+02:00,9.02,
2020-04-13 02:33:01+02:00,8.82,
2020-04-13 02:36:01+02:00,8.42,
2020-04-13 02:39:01+02:00,8.82,
2020-04-13 02:42:02+02:00,8.02,
2020-04-13 02:45:02+02:00,10.62,
2020-04-13 02:48:02+02:00,11.02,
2020-04-13 02:51:02+02:00,10.02,
2020-04-13 02:54:02+02:00,7.42,
2020-04-13 02:57:08+02:00,9.72,
2020-04-13 03:00:12+02:00,7.52,
2020-04-13 03:03:12+02:00,6.72,
2020-04-13 03:06:12+02:00,4.52,
2020-04-13 03:09:12+02:00,5.12,
2020-04-13 03:12:13+02:00,5.52,
2020-04-13 03:15:13+02:00,4.92,
2020-04-13 03:18:13+02:00,5.12,
2020-04-13 03:21:13+02:00,6.92,
2020-04-13 03:24:14+02:00,7.32,
2020-04-13 03:27:14+02:00,5.92,
2020-04-13 03:30:14+02:00,5.92,
2020-04-13 03:33:14+02:00,8.32,
2020-04-13 03:36:14+02:00,6.52,
2020-04-13 03:39:15+02:00,6.72,
2020-04-13 03:42:15+02:00,6.32,
2020-04-13 03:45:15+02:00,4.52,
2020-04-13 03:48:15+02:00,4.52,
2020-04-13 03:51:15+02:00,5.12,
2020-04-13 03:54:16+02:00,4.12,
2020-04-13 03:57:16+02:00,4.92,
2020-04-13 04:00:16+02:00,4.52,
2020-04-13 04:03:16+02:00,5.12,
2020-04-13 04:06:16+02:00,4.32,
2020-04-13 04:09:17+02:00,5.12,
2020-04-13 04:12:17+02:00,3.92,
2020-04-13 04:15:17+02:00,6.52,
2020-04-13 04:18:17+02:00,4.32,
2020-04-13 04:21:17+02:00,4.32,
2020-04-13 04:24:18+02:00,5.72,
2020-04-13 04:27:18+02:00,5.92,
2020-04-13 04:30:18+02:00,5.52,
2020-04-13 04:33:18+02:00,4.72,
2020-04-13 04:36:19+02:00,4.12,
2020-04-13 04:39:19+02:00,4.72,
2020-04-13 04:42:19+02:00,4.52,
2020-04-13 04:45:19+02:00,9.12,
2020-04-13 04:48:19+02:00,9.52,
2020-04-13 04:51:20+02:00,12.92,
2020-04-13 04:54:20+02:00,11.72,
2020-04-13 04:57:20+02:00,11.32,
2020-04-13 05:00:20+02:00,11.92,
2020-04-13 05:03:21+02:00,11.82,
2020-04-13 05:06:22+02:00,12.42,
2020-04-13 05:09:22+02:00,12.02,
2020-04-13 05:12:22+02:00,11.42,
2020-04-13 05:15:22+02:00,9.22,
2020-04-13 05:18:22+02:00,10.62,
2020-04-13 05:21:23+02:00,12.62,
2020-04-13 05:24:23+02:00,13.22,
2020-04-13 05:27:23+02:00,13.82,
2020-04-13 05:30:23+02:00,13.42,
2020-04-13 05:33:23+02:00,10.42,
2020-04-13 05:36:24+02:00,9.42,
2020-04-13 05:39:24+02:00,9.02,
2020-04-13 05:42:24+02:00,8.42,
2020-04-13 05:45:24+02:00,9.62,
2020-04-13 05:48:24+02:00,6.62,
2020-04-13 05:51:25+02:00,5.42,
2020-04-13 05:54:25+02:00,6.82,
2020-04-13 05:57:25+02:00,8.62,
2020-04-13 06:00:25+02:00,9.82,
2020-04-13 06:03:26+02:00,9.62,
2020-04-13 06:06:26+02:00,8.62,
2020-04-13 06:09:26+02:00,6.62,
2020-04-13 06:12:26+02:00,7.82,
2020-04-13 06:15:26+02:00,9.22,
2020-04-13 06:18:27+02:00,8.82,
2020-04-13 06:21:27+02:00,8.62,
2020-04-13 06:24:27+02:00,9.42,
2020-04-13 06:27:27+02:00,8.42,
2020-04-13 06:30:27+02:00,8.42,
2020-04-13 06:33:28+02:00,6.02,
2020-04-13 06:36:29+02:00,6.32,
2020-04-13 06:39:29+02:00,5.72,
2020-04-13 06:42:29+02:00,5.92,
2020-04-13 06:45:29+02:00,6.12,
2020-04-13 06:48:30+02:00,5.52,
2020-04-13 06:51:30+02:00,5.12,
2020-04-13 06:54:30+02:00,6.92,
2020-04-13 06:57:30+02:00,7.12,
2020-04-13 07:00:30+02:00,6.92,
2020-04-13 07:03:31+02:00,4.32,
2020-04-13 07:06:31+02:00,3.92,
2020-04-13 07:09:31+02:00,5.52,
2020-04-13 07:12:31+02:00,5.32,
2020-04-13 07:15:31+02:00,5.12,
2020-04-13 07:18:32+02:00,6.72,
2020-04-13 07:21:32+02:00,4.92,
2020-04-13 07:24:32+02:00,4.12,
2020-04-13 07:27:32+02:00,8.12,
2020-04-13 07:30:33+02:00,4.52,
2020-04-13 07:33:33+02:00,4.12,
2020-04-13 07:36:33+02:00,5.12,
2020-04-13 07:39:33+02:00,7.72,
2020-04-13 07:42:33+02:00,8.52,
2020-04-13 07:45:34+02:00,7.72,
2020-04-13 07:48:34+02:00,7.12,
2020-04-13 07:51:34+02:00,7.32,
2020-04-13 07:54:34+02:00,9.32,
2020-04-13 07:57:34+02:00,11.12,
2020-04-13 08:00:35+02:00,10.12,
2020-04-13 08:03:35+02:00,10.12,
2020-04-13 08:06:35+02:00,12.12,
2020-04-13 08:09:35+02:00,10.92,
2020-04-13 08:12:35+02:00,13.92,
2020-04-13 08:15:36+02:00,11.92,
2020-04-13 08:18:36+02:00,11.72,
2020-04-13 08:21:36+02:00,11.72,
2020-04-13 08:24:36+02:00,9.72,
2020-04-13 08:27:36+02:00,10.52,
2020-04-13 08:30:37+02:00,6.92,
2020-04-13 08:33:37+02:00,6.52,
2020-04-13 08:36:37+02:00,6.32,
2020-04-13 08:39:37+02:00,6.12,
2020-04-13 08:42:38+02:00,6.72,
2020-04-13 08:45:38+02:00,8.32,
2020-04-13 08:48:38+02:00,8.12,
2020-04-13 08:51:38+02:00,9.12,
2020-04-13 08:54:38+02:00,8.72,
2020-04-13 08:57:39+02:00,9.52,
2020-04-13 09:00:39+02:00,9.52,
2020-04-13 09:03:39+02:00,8.92,
2020-04-13 09:06:40+02:00,10.02,
2020-04-13 09:09:40+02:00,11.02,
2020-04-13 09:12:41+02:00,9.62,
2020-04-13 09:15:41+02:00,9.02,
2020-04-13 09:18:41+02:00,10.22,
2020-04-13 09:21:41+02:00,11.82,
2020-04-13 09:24:41+02:00,11.82,
2020-04-13 09:27:42+02:00,10.62,
2020-04-13 09:30:42+02:00,8.22,
2020-04-13 09:33:42+02:00,8.82,
2020-04-13 09:36:42+02:00,10.02,
2020-04-13 09:39:42+02:00,9.42,
2020-04-13 09:42:43+02:00,9.62,
2020-04-13 09:45:43+02:00,10.02,
2020-04-13 09:48:43+02:00,11.22,
2020-04-13 09:51:43+02:00,12.42,
2020-04-13 09:54:44+02:00,11.62,
2020-04-13 09:57:44+02:00,11.22,
2020-04-13 10:00:44+02:00,11.02,
2020-04-13 10:03:44+02:00,13.02,
2020-04-13 10:06:44+02:00,12.22,
2020-04-13 10:16:29+02:00,6.373,
2020-04-13 10:37:22+02:00,,
2020-04-13 10:40:23+02:00,,
2020-04-13 10:43:23+02:00,,
2020-04-13 10:46:23+02:00,,
2020-04-13 10:49:23+02:00,,
2020-04-13 10:52:24+02:00,,
2020-04-13 10:55:24+02:00,,
2020-04-13 10:58:24+02:00,,
2020-04-13 11:01:24+02:00,,
2020-04-13 12:23:49+02:00,,
2020-04-13 12:26:50+02:00,,
2020-04-13 12:51:39+02:00,,
