Date and Time,input_1,in_8_calculated
2020-04-13 03:24:14+02:00,7.32,21.0716
2020-04-13 03:27:14+02:00,5.92,20.7938
2020-04-13 03:30:14+02:00,5.92,20.6347
2020-04-13 03:33:14+02:00,8.32,20.6072
2020-04-13 03:36:14+02:00,6.52,21.0391
2020-04-13 03:39:15+02:00,6.72,20.4884
2020-04-13 03:42:15+02:00,6.32,21.3975
2020-04-13 03:45:15+02:00,4.52,21.2966
2020-04-13 03:48:15+02:00,4.52,20.5238
2020-04-13 03:51:15+02:00,5.12,20.6388
2020-04-13 03:54:16+02:00,4.12,21.2634
2020-04-13 03:57:16+02:00,4.92,20.7591
2020-04-13 04:00:16+02:00,4.52,20.86
2020-04-13 04:03:16+02:00,5.12,20.8609
2020-04-13 04:06:16+02:00,4.32,21.3306
2020-04-13 04:09:17+02:00,5.12,21.1216
2020-04-13 04:12:17+02:00,3.92,20.5478
2020-04-13 04:15:17+02:00,6.52,21.2981
2020-04-13 04:18:17+02:00,4.32,20.6484
2020-04-13 04:21:17+02:00,4.32,20.7256
2020-04-13 04:24:18+02:00,5.72,20.7188
2020-04-13 04:27:18+02:00,5.92,21.3347
2020-04-13 04:30:18+02:00,5.52,21.0978
2020-04-13 04:33:18+02:00,4.72,20.6956
2020-04-13 04:36:19+02:00,4.12,21.3966
2020-04-13 04:39:19+02:00,4.72,21.2397
2020-04-13 04:42:19+02:00,4.52,21.3709
2020-04-13 04:45:19+02:00,9.12,20.4628
2020-04-13 04:48:19+02:00,9.52,21.3703
2020-04-13 04:51:20+02:00,12.92,21.0387
2020-04-13 04:54:20+02:00,11.72,20.4209
2020-04-13 04:57:20+02:00,11.32,21.2297
2020-04-13 05:00:20+02:00,11.92,20.7981
2020-04-13 05:03:21+02:00,11.82,21.3378
2020-04-13 05:06:22+02:00,12.42,20.5394
2020-04-13 05:09:22+02:00,12.02,20.7572
2020-04-13 05:12:22+02:00,11.42,20.4453
2020-04-13 05:15:22+02:00,9.22,20.66
2020-04-13 05:18:22+02:00,10.62,21.1184
2020-04-13 05:21:23+02:00,12.62,20.6344
2020-04-13 05:24:23+02:00,13.22,20.5419
2020-04-13 05:27:23+02:00,13.82,20.8756
2020-04-13 05:30:23+02:00,13.42,20.4828
2020-04-13 05:33:23+02:00,10.42,20.9844
2020-04-13 05:36:24+02:00,9.42,20.74
2020-04-13 05:39:24+02:00,9.02,21.5431
2020-04-13 05:42:24+02:00,8.42,20.6144
2020-04-13 05:45:24+02:00,9.62,20.4728
2020-04-13 05:48:24+02:00,6.62,20.3281
2020-04-13 05:51:25+02:00,5.42,20.6306
2020-04-13 05:54:25+02:00,6.82,20.3381
2020-04-13 05:57:25+02:00,8.62,21.15
2020-04-13 06:00:25+02:00,9.82,21.0338
2020-04-13 06:03:26+02:00,9.62,21.4497
2020-04-13 06:06:26+02:00,8.62,20.8097
2020-04-13 06:09:26+02:00,6.62,21.2359
2020-04-13 06:12:26+02:00,7.82,20.4169
2020-04-13 06:15:26+02:00,9.22,21.1663
2020-04-13 06:18:27+02:00,8.82,20.4131
2020-04-13 06:21:27+02:00,8.62,21.195
2020-04-13 06:24:27+02:00,9.42,20.4713
2020-04-13 06:27:27+02:00,8.42,20.5775
2020-04-13 06:30:27+02:00,8.42,20.6578
2020-04-13 06:33:28+02:00,6.02,20.7506
2020-04-13 06:36:29+02:00,6.32,20.5509
2020-04-13 06:39:29+02:00,5.72,21.1581
2020-04-13 06:42:29+02:00,5.92,21.0709
2020-04-13 06:45:29+02:00,6.12,20.8091
2020-04-13 06:48:30+02:00,5.52,20.39
2020-04-13 06:51:30+02:00,5.12,21.4872
2020-04-13 06:54:30+02:00,6.92,21.0931
2020-04-13 06:57:30+02:00,7.12,20.3288
2020-04-13 07:00:30+02:00,6.92,21.2741
2020-04-13 07:03:31+02:00,4.32,21.3184
2020-04-13 07:06:31+02:00,3.92,21.3159
2020-04-13 07:09:31+02:00,5.52,20.9775
2020-04-13 07:12:31+02:00,5.32,20.6494
2020-04-13 07:15:31+02:00,5.12,20.5925
2020-04-13 07:18:32+02:00,6.72,21.2856
2020-04-13 07:21:32+02:00,4.92,21.0044
2020-04-13 07:24:32+02:00,4.12,21.3716
2020-04-13 07:27:32+02:00,8.12,21.0259
2020-04-13 07:30:33+02:00,4.52,21.5259
2020-04-13 07:33:33+02:00,4.12,20.6428
2020-04-13 07:36:33+02:00,5.12,20.9412
2020-04-13 07:39:33+02:00,7.72,20.7822
2020-04-13 07:42:33+02:00,8.52,20.5487
2020-04-13 07:45:34+02:00,7.72,20.5172
2020-04-13 07:48:34+02:00,7.12,21.1594
2020-04-13 07:51:34+02:00,7.32,21.36
2020-04-13 07:54:34+02:00,9.32,21.1431
2020-04-13 07:57:34+02:00,11.12,21.2172
2020-04-13 08:00:35+02:00,10.12,21.3672
2020-04-13 08:03:35+02:00,10.12,21.505
2020-04-13 08:06:35+02:00,12.12,21.2794
2020-04-13 08:09:35+02:00,10.92,20.6766
2020-04-13 08:12:35+02:00,13.92,21.4869
2020-04-13 08:15:36+02:00,11.92,21.0503
2020-04-13 08:18:36+02:00,11.72,20.9878
2020-04-13 08:21:36+02:00,11.72,20.5537
2020-04-13 08:24:36+02:00,9.72,21.4325
2020-04-13 08:27:36+02:00,10.52,20.4372
2020-04-13 08:30:37+02:00,6.92,21.2594
2020-04-13 08:33:37+02:00,6.52,21.5613
2020-04-13 08:36:37+02:00,6.32,20.3681
2020-04-13 08:39:37+02:00,6.12,20.9963
2020-04-13 08:42:38+02:00,6.72,21.2575
2020-04-13 08:45:38+02:00,8.32,20.5713
2020-04-13 08:48:38+02:00,8.12,20.9897
2020-04-13 08:51:38+02:00,9.12,20.3228
2020-04-13 08:54:38+02:00,8.72,21.4806
2020-04-13 08:57:39+02:00,9.52,21.3184
2020-04-13 09:00:39+02:00,9.52,21.1434
2020-04-13 09:03:39+02:00,8.92,20.3903
2020-04-13 09:06:40+02:00,10.02,20.9813
2020-04-13 09:09:40+02:00,11.02,20.8344
2020-04-13 09:12:41+02:00,9.62,20.4853
2020-04-13 09:15:41+02:00,9.02,20.5063
2020-04-13 09:18:41+02:00,10.22,21.4
2020-04-13 09:21:41+02:00,11.82,21.4447
2020-04-13 09:24:41+02:00,11.82,21.0828
2020-04-13 09:27:42+02:00,10.62,21.4091
2020-04-13 09:30:42+02:00,8.22,21.0731
2020-04-13 09:33:42+02:00,8.82,20.9297
2020-04-13 09:36:42+02:00,10.02,20.8256
2020-04-13 09:39:42+02:00,9.42,21.4075
2020-04-13 09:42:43+02:00,9.62,20.8356
2020-04-13 09:45:43+02:00,10.02,20.7875
2020-04-13 09:48:43+02:00,11.22,20.4453
2020-04-13 09:51:43+02:00,12.42,20.8512
2020-04-13 09:54:44+02:00,11.62,20.5278
2020-04-13 09:57:44+02:00,11.22,20.5756
2020-04-13 10:00:44+02:00,11.02,21.0481
2020-04-13 10:03:44+02:00,13.02,21.1878
2020-04-13 10:06:44+02:00,12.22,20.4472
2020-04-13 10:16:29+02:00,6.373,21.4631
2020-04-13 10:37:22+02:00,,20.9616
2020-04-13 10:40:23+02:00,,21.0637
2020-04-13 10:43:23+02:00,,20.9169
2020-04-13 10:46:23+02:00,,20.8231
2020-04-13 10:49:23+02:00,,21.0144
2020-04-13 10:52:24+02:00,,20.3378
2020-04-13 10:55:24+02:00,,21.3766
2020-04-13 10:58:24+02:00,,20.6509
2020-04-13 11:01:24+02:00,,21.1497
2020-04-13 12:23:49+02:00,,21.2459
2020-04-13 12:26:50+02:00,,21.1297
2020-04-13 12:51:39+02:00,,21.2097
2020-04-13 16:36:15+02:00,14.607,21.14
2020-04-13 16:40:33+02:00,4.001,20.9188
2020-04-13 16:43:33+02:00,5.201,21.1066
2020-04-13 16:46:33+02:00,4.601,20.5959
2020-04-13 16:49:33+02:00,5.601,20.4762
2020-04-13 16:52:33+02:00,4.401,21.4137
2020-04-13 16:55:34+02:00,5.001,21.4525
2020-04-13 16:58:35+02:00,4.301,21.11
2020-04-13 17:01:35+02:00,4.301,21.4009
2020-04-13 17:04:35+02:00,5.701,21.3022
2020-04-13 17:07:35+02:00,5.901,21.4988
2020-04-13 17:10:36+02:00,5.101,21.4363
2020-04-13 17:13:36+02:00,5.101,20.8959
2020-04-13 17:16:37+02:00,4.801,20.8691
2020-04-13 17:19:37+02:00,5.401,21.2894
2020-04-13 17:22:37+02:00,6.401,20.4303
2020-04-13 17:25:38+02:00,9.001,20.8141
2020-04-13 17:28:40+02:00,9.601,20.4519
2020-04-13 17:31:40+02:00,7.201,21.5231
2020-04-13 17:34:41+02:00,7.701,20.445
2020-04-13 17:37:41+02:00,10.101,21.1516
2020-04-13 17:40:42+02:00,9.701,21.0888
2020-04-13 17:43:43+02:00,8.201,20.3431
2020-04-13 17:46:43+02:00,6.201,20.3525
2020-04-13 17:49:43+02:00,7.601,20.5306
2020-04-13 17:52:43+02:00,6.401,20.9653
2020-04-13 17:55:44+02:00,7.401,20.3137
2020-04-13 17:58:44+02:00,7.601,20.6991
2020-04-13 18:01:44+02:00,5.601,20.3278
2020-04-13 18:04:44+02:00,4.001,21.0963
2020-04-13 18:07:44+02:00,4.601,20.4953
2020-04-13 18:10:45+02:00,5.401,20.4272
2020-04-13 18:13:45+02:00,7.401,20.7181
2020-04-13 18:16:46+02:00,6.701,20.6944
2020-04-13 18:19:46+02:00,6.701,20.705
2020-04-13 18:22:46+02:00,6.901,20.8809
2020-04-13 18:25:47+02:00,5.901,20.7656
2020-04-13 18:28:47+02:00,5.101,21.2866
2020-04-13 18:31:48+02:00,4.001,20.5197
2020-04-13 18:34:48+02:00,4.401,20.4006
2020-04-13 18:37:48+02:00,5.601,21.0006
2020-04-13 18:40:49+02:00,6.201,21.0441
2020-04-13 18:43:49+02:00,4.401,21.2712
2020-04-13 18:46:50+02:00,7.101,20.9484
2020-04-13 18:49:50+02:00,8.301,20.9778
2020-04-13 18:52:50+02:00,8.701,21.1222
2020-04-13 18:55:50+02:00,6.501,21.1719
2020-04-13 18:58:52+02:00,5.801,21.03
2020-04-13 19:01:52+02:00,8.401,20.8306
2020-04-13 19:04:53+02:00,9.901,20.3331
2020-04-13 19:07:53+02:00,11.301,21.4572
2020-04-13 19:10:53+02:00,11.901,21.5431
2020-04-13 19:13:54+02:00,13.901,21.4116
2020-04-13 19:16:54+02:00,12.701,21.0763
2020-04-13 19:19:54+02:00,13.501,20.7281
2020-04-13 19:22:54+02:00,16.701,20.5613
2020-04-13 19:25:55+02:00,17.001,20.8438
2020-04-13 19:28:56+02:00,17.801,21.2987
2020-04-13 19:31:56+02:00,15.401,21.365
2020-04-13 19:34:56+02:00,14.401,20.5487
2020-04-13 19:37:56+02:00,15.801,20.5309
2020-04-13 19:40:56+02:00,15.201,21.1537
2020-04-13 19:43:57+02:00,14.601,21.4463
2020-04-13 19:46:57+02:00,15.201,21.3269
2020-04-13 19:49:57+02:00,16.201,21.0516
2020-04-13 19:52:57+02:00,18.401,21.5275
2020-04-13 19:55:57+02:00,18.801,20.8659
2020-04-13 19:58:58+02:00,18.201,20.9444
2020-04-13 20:01:58+02:00,17.201,20.8487
2020-04-13 20:04:59+02:00,15.301,21.2697
2020-04-13 20:07:59+02:00,14.501,20.5719
2020-04-13 20:10:59+02:00,15.301,20.5209
2020-04-13 20:14:00+02:00,16.901,20.8125
2020-04-13 20:17:00+02:00,16.701,20.8869
2020-04-13 20:20:01+02:00,14.801,20.6006
2020-04-13 20:23:01+02:00,15.201,20.3659
2020-04-13 20:26:01+02:00,14.001,20.8306
2020-04-13 20:29:02+02:00,14.801,20.335
2020-04-13 20:32:02+02:00,14.201,21.3062
2020-04-13 20:35:04+02:00,15.401,20.3478
2020-04-13 20:38:04+02:00,15.401,21.0881
2020-04-13 20:41:05+02:00,18.001,20.7656
2020-04-13 20:44:05+02:00,18.201,20.6763
2020-04-13 20:47:05+02:00,18.801,21.5253
2020-04-13 20:50:05+02:00,17.801,21.4491
2020-04-13 20:53:06+02:00,19.101,20.6934
2020-04-13 20:56:06+02:00,17.501,20.9141
2020-04-13 20:59:07+02:00,16.901,20.9616
2020-04-13 21:02:07+02:00,17.901,21.3375
2020-04-13 21:05:07+02:00,19.901,21.2447
2020-04-13 21:08:07+02:00,18.901,20.5825
2020-04-13 21:11:08+02:00,19.501,20.4997
2020-04-13 21:14:09+02:00,19.201,20.8806
2020-04-13 21:17:09+02:00,17.401,21.4975
2020-04-13 21:20:10+02:00,19.501,20.6838
2020-04-13 21:23:10+02:00,16.701,21.0716
2020-04-13 21:26:10+02:00,16.901,20.3697
2020-04-13 21:29:11+02:00,17.101,20.6669
2020-04-13 21:32:12+02:00,17.401,21.0875
2020-04-13 21:35:12+02:00,18.401,21.47
2020-04-13 21:38:12+02:00,18.001,21.2987
2020-04-13 21:41:12+02:00,18.001,20.3497
2020-04-13 21:44:13+02:00,19.001,21.4678
2020-04-13 21:47:13+02:00,20.001,21.1275
2020-04-13 21:50:13+02:00,19.001,20.8575
2020-04-13 21:53:13+02:00,19.401,20.8541
2020-04-13 21:56:13+02:00,19.001,20.7853
2020-04-13 21:59:14+02:00,19.601,20.6359
2020-04-13 22:02:15+02:00,18.501,20.3678
2020-04-13 22:05:15+02:00,19.301,20.3291
2020-04-13 22:08:15+02:00,17.901,21.0306
2020-04-13 22:11:15+02:00,18.501,20.455
2020-04-13 22:14:16+02:00,19.701,
2020-04-13 22:17:17+02:00,18.401,
2020-04-13 22:20:17+02:00,18.201,
2020-04-13 22:23:17+02:00,18.201,
2020-04-13 22:26:17+02:00,17.601,
2020-04-13 22:29:18+02:00,16.401,
2020-04-13 22:32:19+02:00,15.501,
2020-04-13 22:35:19+02:00,17.501,
2020-04-13 22:38:19+02:00,17.501,
2020-04-13 22:41:19+02:00,18.101,
2020-04-13 22:44:20+02:00,18.501,
2020-04-13 22:47:20+02:00,18.701,
2020-04-13 22:50:22+02:00,19.901,
