Date and Time,input_1,in_1_calculated
2020-04-12 23:53:09+02:00,17.511,211.732
2020-04-12 23:53:39+02:00,17.111,205.582
2020-04-12 23:54:09+02:00,16.711,199.432
2020-04-12 23:54:39+02:00,16.711,199.432
2020-04-12 23:55:09+02:00,17.111,205.582
2020-04-12 23:55:39+02:00,18.111,220.957
2020-04-12 23:56:09+02:00,18.111,220.957
2020-04-12 23:56:39+02:00,17.311,208.657
2020-04-12 23:57:09+02:00,17.911,217.882
2020-04-12 23:57:39+02:00,17.711,214.807
2020-04-12 23:58:09+02:00,18.311,224.032
2020-04-12 23:58:39+02:00,18.711,230.182
2020-04-12 23:59:09+02:00,18.911,233.257
2020-04-12 23:59:39+02:00,18.111,220.957
2020-04-13 00:00:09+02:00,17.111,205.582
2020-04-13 00:00:39+02:00,16.911,202.507
2020-04-13 00:01:09+02:00,16.311,193.282
2020-04-13 00:01:39+02:00,16.511,196.357
2020-04-13 00:02:09+02:00,15.911,187.132
2020-04-13 00:02:39+02:00,15.511,180.982
2020-04-13 00:03:09+02:00,15.911,187.132
2020-04-13 00:03:40+02:00,15.311,177.907
2020-04-13 00:04:10+02:00,15.311,177.907
2020-04-13 00:04:40+02:00,15.911,187.132
2020-04-13 00:05:10+02:00,16.911,202.507
2020-04-13 00:05:40+02:00,16.911,202.507
2020-04-13 00:06:10+02:00,17.711,214.807
2020-04-13 00:06:40+02:00,18.111,220.957
2020-04-13 00:07:10+02:00,17.911,217.882
2020-04-13 00:07:40+02:00,17.511,211.732
2020-04-13 00:08:10+02:00,17.111,205.582
2020-04-13 00:08:40+02:00,17.311,208.657
2020-04-13 00:09:10+02:00,17.311,208.657
2020-04-13 00:09:40+02:00,17.311,208.657
2020-04-13 00:10:10+02:00,16.911,202.507
2020-04-13 00:10:40+02:00,17.311,208.657
2020-04-13 00:11:10+02:00,16.911,202.507
2020-04-13 00:11:40+02:00,17.311,208.657
2020-04-13 00:12:10+02:00,17.711,214.807
2020-04-13 00:13:25+02:00,9.22,84.2575
2020-04-13 00:13:55+02:00,9.42,87.3325
2020-04-13 00:14:25+02:00,8.82,78.1075
2020-04-13 00:14:55+02:00,8.82,78.1075
2020-04-13 00:15:25+02:00,8.62,75.0325
2020-04-13 00:15:56+02:00,8.42,71.9575
2020-04-13 00:16:26+02:00,8.62,75.0325
2020-04-13 00:16:56+02:00,7.42,56.5825
2020-04-13 00:17:26+02:00,7.62,59.6575
2020-04-13 00:17:56+02:00,7.62,59.6575
2020-04-13 00:18:26+02:00,7.22,53.5075
2020-04-13 00:18:56+02:00,8.02,65.8075
2020-04-13 00:19:26+02:00,7.42,56.5825
2020-04-13 00:19:56+02:00,7.62,59.6575
2020-04-13 00:20:26+02:00,7.02,50.4325
2020-04-13 00:20:56+02:00,7.02,50.4325
2020-04-13 00:21:26+02:00,7.02,50.4325
2020-04-13 00:21:56+02:00,6.62,44.2825
2020-04-13 00:22:26+02:00,6.22,38.1325
2020-04-13 00:22:56+02:00,5.82,31.9825
2020-04-13 00:23:26+02:00,6.62,44.2825
2020-04-13 00:23:56+02:00,8.02,65.8075
2020-04-13 00:24:26+02:00,7.82,62.7325
2020-04-13 00:24:56+02:00,7.22,53.5075
2020-04-13 00:25:26+02:00,7.42,56.5825
2020-04-13 00:25:56+02:00,6.42,41.2075
2020-04-13 00:26:26+02:00,6.22,38.1325
2020-04-13 00:26:56+02:00,5.82,31.9825
2020-04-13 00:27:26+02:00,5.62,28.9075
2020-04-13 00:27:56+02:00,7.02,50.4325
2020-04-13 00:28:26+02:00,6.22,38.1325
2020-04-13 00:28:56+02:00,5.62,28.9075
2020-04-13 00:29:26+02:00,5.82,31.9825
2020-04-13 00:29:56+02:00,6.62,44.2825
2020-04-13 00:30:26+02:00,6.02,35.0575
2020-04-13 00:30:57+02:00,7.22,53.5075
2020-04-13 00:31:27+02:00,7.22,53.5075
2020-04-13 00:31:57+02:00,7.02,50.4325
2020-04-13 00:32:27+02:00,7.82,62.7325
2020-04-13 00:32:57+02:00,7.82,62.7325
2020-04-13 00:33:27+02:00,8.02,65.8075
2020-04-13 00:33:57+02:00,7.82,62.7325
2020-04-13 00:34:27+02:00,7.02,50.4325
2020-04-13 00:34:57+02:00,7.02,50.4325
2020-04-13 00:35:27+02:00,7.22,53.5075
2020-04-13 00:35:57+02:00,6.62,44.2825
2020-04-13 00:36:27+02:00,7.02,50.4325
2020-04-13 00:36:57+02:00,6.42,41.2075
2020-04-13 00:37:27+02:00,6.62,44.2825
2020-04-13 00:37:57+02:00,7.02,50.4325
2020-04-13 00:38:27+02:00,6.82,47.3575
2020-04-13 00:38:57+02:00,7.02,50.4325
2020-04-13 00:39:27+02:00,7.62,59.6575
2020-04-13 00:39:57+02:00,7.82,62.7325
2020-04-13 00:40:27+02:00,8.42,71.9575
2020-04-13 00:40:57+02:00,7.42,56.5825
2020-04-13 00:41:27+02:00,7.22,53.5075
2020-04-13 00:41:57+02:00,7.42,56.5825
2020-04-13 00:42:27+02:00,7.42,56.5825
2020-04-13 00:42:57+02:00,7.02,50.4325
2020-04-13 00:43:27+02:00,6.42,41.2075
2020-04-13 00:43:57+02:00,6.42,41.2075
2020-04-13 00:44:27+02:00,7.22,53.5075
2020-04-13 00:44:57+02:00,7.02,50.4325
2020-04-13 00:45:28+02:00,5.82,31.9825
2020-04-13 00:45:58+02:00,5.82,31.9825
2020-04-13 00:46:28+02:00,5.82,31.9825
2020-04-13 00:46:58+02:00,5.22,22.7575
2020-04-13 00:47:28+02:00,4.62,13.5325
2020-04-13 00:47:58+02:00,4.62,13.5325
2020-04-13 00:48:28+02:00,4.82,16.6075
2020-04-13 00:48:58+02:00,6.02,35.0575
2020-04-13 00:49:28+02:00,6.22,38.1325
2020-04-13 00:49:58+02:00,6.22,38.1325
2020-04-13 00:50:28+02:00,6.02,35.0575
2020-04-13 00:50:58+02:00,6.62,44.2825
2020-04-13 00:51:28+02:00,7.02,50.4325
2020-04-13 00:51:58+02:00,6.22,38.1325
2020-04-13 00:52:28+02:00,6.02,35.0575
2020-04-13 00:52:58+02:00,5.22,22.7575
2020-04-13 00:53:28+02:00,5.42,25.8325
2020-04-13 00:53:58+02:00,4.62,13.5325
2020-04-13 00:54:28+02:00,4.22,7.3825
2020-04-13 00:54:58+02:00,4.02,4.3075
2020-04-13 00:55:28+02:00,4.82,16.6075
2020-04-13 00:55:59+02:00,4.72,15.07
2020-04-13 00:56:29+02:00,4.52,11.995
2020-04-13 00:56:59+02:00,5.32,24.295
2020-04-13 00:57:29+02:00,5.32,24.295
2020-04-13 00:57:59+02:00,5.32,24.295
2020-04-13 00:58:29+02:00,6.12,36.595
2020-04-13 00:58:59+02:00,5.52,27.37
2020-04-13 00:59:30+02:00,6.72,45.82
2020-04-13 01:00:00+02:00,6.12,36.595
2020-04-13 01:00:30+02:00,5.52,27.37
2020-04-13 01:01:00+02:00,6.12,36.595
2020-04-13 01:01:30+02:00,6.72,45.82
2020-04-13 01:02:00+02:00,6.12,36.595
2020-04-13 01:02:30+02:00,5.32,24.295
2020-04-13 01:03:00+02:00,5.92,33.52
2020-04-13 01:03:30+02:00,6.92,48.895
2020-04-13 01:04:00+02:00,6.52,42.745
2020-04-13 01:04:30+02:00,6.12,36.595
2020-04-13 01:05:00+02:00,6.32,39.67
2020-04-13 01:05:30+02:00,6.12,36.595
2020-04-13 01:06:00+02:00,6.12,36.595
2020-04-13 01:06:30+02:00,5.32,24.295
2020-04-13 01:07:00+02:00,6.12,36.595
2020-04-13 01:07:31+02:00,5.82,31.9825
2020-04-13 01:08:01+02:00,6.62,44.2825
2020-04-13 01:08:31+02:00,7.02,50.4325
2020-04-13 01:09:01+02:00,6.82,47.3575
2020-04-13 01:09:31+02:00,6.82,47.3575
2020-04-13 01:10:01+02:00,7.22,53.5075
2020-04-13 01:10:31+02:00,7.62,59.6575
2020-04-13 01:11:01+02:00,6.42,41.2075
2020-04-13 01:11:31+02:00,7.02,50.4325
2020-04-13 01:12:01+02:00,7.02,50.4325
2020-04-13 01:12:31+02:00,7.42,56.5825
2020-04-13 01:13:01+02:00,7.62,59.6575
2020-04-13 01:13:31+02:00,8.02,65.8075
2020-04-13 01:14:02+02:00,9.02,81.1825
2020-04-13 01:14:32+02:00,9.22,84.2575
2020-04-13 01:15:02+02:00,9.02,81.1825
2020-04-13 01:15:32+02:00,9.42,87.3325
2020-04-13 01:16:02+02:00,10.02,96.5575
2020-04-13 01:16:32+02:00,9.62,90.4075
2020-04-13 01:17:02+02:00,8.82,78.1075
2020-04-13 01:17:32+02:00,8.62,75.0325
2020-04-13 01:18:02+02:00,7.22,53.5075
2020-04-13 01:18:32+02:00,7.42,56.5825
2020-04-13 01:19:02+02:00,7.22,53.5075
2020-04-13 01:19:32+02:00,7.22,53.5075
2020-04-13 01:20:02+02:00,7.22,53.5075
2020-04-13 01:20:32+02:00,8.22,68.8825
2020-04-13 01:21:02+02:00,7.82,62.7325
2020-04-13 01:21:32+02:00,8.42,71.9575
2020-04-13 01:22:02+02:00,8.02,65.8075
2020-04-13 01:22:32+02:00,7.42,56.5825
2020-04-13 01:23:02+02:00,7.22,53.5075
2020-04-13 01:23:32+02:00,6.22,38.1325
2020-04-13 01:24:02+02:00,5.02,19.6825
2020-04-13 01:24:32+02:00,6.22,38.1325
2020-04-13 01:25:02+02:00,6.02,35.0575
2020-04-13 01:25:32+02:00,6.22,38.1325
2020-04-13 01:26:02+02:00,6.02,35.0575
2020-04-13 01:26:32+02:00,5.42,25.8325
2020-04-13 01:27:02+02:00,6.02,35.0575
2020-04-13 01:27:32+02:00,5.62,28.9075
2020-04-13 01:28:02+02:00,6.62,44.2825
2020-04-13 01:28:33+02:00,7.42,56.5825
2020-04-13 01:29:03+02:00,7.42,56.5825
2020-04-13 01:29:33+02:00,7.02,50.4325
2020-04-13 01:30:03+02:00,7.02,50.4325
2020-04-13 01:30:33+02:00,6.82,47.3575
2020-04-13 01:31:03+02:00,7.62,59.6575
2020-04-13 01:31:33+02:00,8.02,65.8075
2020-04-13 01:32:03+02:00,8.02,65.8075
2020-04-13 01:32:33+02:00,8.02,65.8075
2020-04-13 01:33:03+02:00,7.62,59.6575
2020-04-13 01:33:33+02:00,6.62,44.2825
2020-04-13 01:34:03+02:00,5.62,28.9075
2020-04-13 01:34:33+02:00,5.62,28.9075
2020-04-13 01:35:03+02:00,5.22,22.7575
2020-04-13 01:35:33+02:00,5.22,22.7575
2020-04-13 01:36:03+02:00,6.02,35.0575
2020-04-13 01:36:33+02:00,5.22,22.7575
2020-04-13 01:37:03+02:00,5.02,19.6825
2020-04-13 01:37:33+02:00,5.42,25.8325
2020-04-13 01:38:03+02:00,5.42,25.8325
2020-04-13 01:38:33+02:00,4.42,10.4575
2020-04-13 01:39:03+02:00,4.02,4.3075
2020-04-13 01:39:33+02:00,4.02,4.3075
2020-04-13 01:40:03+02:00,4.82,16.6075
2020-04-13 01:40:33+02:00,5.02,19.6825
2020-04-13 01:41:03+02:00,5.62,28.9075
2020-04-13 01:41:33+02:00,5.02,19.6825
2020-04-13 01:42:03+02:00,5.22,22.7575
2020-04-13 01:42:33+02:00,5.22,22.7575
2020-04-13 01:43:04+02:00,5.22,22.7575
2020-04-13 01:43:34+02:00,5.02,19.6825
2020-04-13 01:44:04+02:00,5.42,25.8325
2020-04-13 01:44:34+02:00,5.22,22.7575
2020-04-13 01:45:04+02:00,6.02,35.0575
2020-04-13 01:45:34+02:00,6.42,41.2075
2020-04-13 01:46:04+02:00,6.82,47.3575
2020-04-13 01:46:34+02:00,6.02,35.0575
2020-04-13 01:47:04+02:00,5.82,31.9825
2020-04-13 01:47:34+02:00,5.42,25.8325
2020-04-13 01:48:04+02:00,5.42,25.8325
2020-04-13 01:48:34+02:00,5.02,19.6825
2020-04-13 01:49:04+02:00,5.62,28.9075
2020-04-13 01:49:34+02:00,6.22,38.1325
2020-04-13 01:50:04+02:00,6.22,38.1325
2020-04-13 01:50:34+02:00,7.02,50.4325
2020-04-13 01:51:04+02:00,6.42,41.2075
2020-04-13 01:51:34+02:00,6.62,44.2825
2020-04-13 01:52:04+02:00,5.42,25.8325
2020-04-13 01:52:34+02:00,6.02,35.0575
2020-04-13 01:53:04+02:00,6.22,38.1325
2020-04-13 01:53:34+02:00,5.62,28.9075
2020-04-13 01:54:04+02:00,5.82,31.9825
2020-04-13 01:54:34+02:00,5.62,28.9075
2020-04-13 01:55:04+02:00,5.82,31.9825
2020-04-13 01:55:34+02:00,6.02,35.0575
2020-04-13 01:56:04+02:00,5.82,31.9825
2020-04-13 01:56:34+02:00,5.82,31.9825
2020-04-13 01:57:04+02:00,5.42,25.8325
2020-04-13 01:57:35+02:00,5.42,25.8325
2020-04-13 01:58:05+02:00,5.22,22.7575
2020-04-13 01:58:35+02:00,5.62,28.9075
2020-04-13 01:59:05+02:00,5.62,28.9075
2020-04-13 01:59:35+02:00,5.62,28.9075
2020-04-13 02:00:29+02:00,6.22,38.1325
2020-04-13 02:00:59+02:00,6.02,35.0575
2020-04-13 02:01:29+02:00,6.62,44.2825
2020-04-13 02:01:59+02:00,6.82,47.3575
2020-04-13 02:02:29+02:00,5.22,22.7575
2020-04-13 02:02:59+02:00,4.82,16.6075
2020-04-13 02:03:29+02:00,5.02,19.6825
2020-04-13 02:03:59+02:00,5.42,25.8325
2020-04-13 02:04:29+02:00,5.62,28.9075
2020-04-13 02:04:59+02:00,5.22,22.7575
2020-04-13 02:05:29+02:00,5.42,25.8325
2020-04-13 02:05:59+02:00,5.22,22.7575
2020-04-13 02:06:29+02:00,5.02,19.6825
2020-04-13 02:06:59+02:00,4.62,13.5325
2020-04-13 02:07:29+02:00,5.22,22.7575
2020-04-13 02:07:59+02:00,4.82,16.6075
2020-04-13 02:08:29+02:00,5.02,19.6825
2020-04-13 02:08:59+02:00,5.02,19.6825
2020-04-13 02:09:29+02:00,4.82,16.6075
2020-04-13 02:09:59+02:00,5.02,19.6825
2020-04-13 02:10:29+02:00,5.22,22.7575
2020-04-13 02:10:59+02:00,4.82,16.6075
2020-04-13 02:11:29+02:00,4.62,13.5325
2020-04-13 02:12:00+02:00,4.62,13.5325
2020-04-13 02:12:30+02:00,4.82,16.6075
2020-04-13 02:13:00+02:00,5.22,22.7575
2020-04-13 02:13:30+02:00,5.02,19.6825
2020-04-13 02:14:00+02:00,4.82,16.6075
2020-04-13 02:14:30+02:00,4.82,16.6075
2020-04-13 02:15:00+02:00,4.42,10.4575
2020-04-13 02:15:30+02:00,4.62,13.5325
2020-04-13 02:16:00+02:00,4.82,16.6075
2020-04-13 02:16:30+02:00,4.62,13.5325
2020-04-13 02:17:00+02:00,5.02,19.6825
2020-04-13 02:17:30+02:00,5.22,22.7575
2020-04-13 02:18:00+02:00,5.42,25.8325
2020-04-13 02:18:30+02:00,5.22,22.7575
2020-04-13 02:19:00+02:00,6.02,35.0575
2020-04-13 02:19:30+02:00,6.22,38.1325
2020-04-13 02:20:00+02:00,6.42,41.2075
2020-04-13 02:20:30+02:00,6.82,47.3575
2020-04-13 02:21:00+02:00,5.82,31.9825
2020-04-13 02:21:30+02:00,5.62,28.9075
2020-04-13 02:22:00+02:00,6.02,35.0575
2020-04-13 02:22:30+02:00,7.42,56.5825
2020-04-13 02:23:00+02:00,6.42,41.2075
2020-04-13 02:23:30+02:00,6.62,44.2825
2020-04-13 02:24:00+02:00,7.02,50.4325
2020-04-13 02:24:30+02:00,7.42,56.5825
2020-04-13 02:25:00+02:00,7.42,56.5825
2020-04-13 02:25:30+02:00,7.22,53.5075
2020-04-13 02:26:00+02:00,7.02,50.4325
2020-04-13 02:26:31+02:00,7.02,50.4325
2020-04-13 02:27:01+02:00,7.62,59.6575
2020-04-13 02:27:31+02:00,8.02,65.8075
2020-04-13 02:28:01+02:00,8.42,71.9575
2020-04-13 02:28:31+02:00,8.42,71.9575
2020-04-13 02:29:01+02:00,9.42,87.3325
2020-04-13 02:29:31+02:00,9.62,90.4075
2020-04-13 02:30:01+02:00,9.02,81.1825
2020-04-13 02:30:31+02:00,8.02,65.8075
2020-04-13 02:31:01+02:00,8.42,71.9575
2020-04-13 02:31:31+02:00,8.42,71.9575
2020-04-13 02:32:01+02:00,9.22,84.2575
2020-04-13 02:32:31+02:00,9.62,90.4075
2020-04-13 02:33:01+02:00,8.82,78.1075
2020-04-13 02:33:31+02:00,8.22,68.8825
2020-04-13 02:34:01+02:00,7.82,62.7325
2020-04-13 02:34:31+02:00,8.02,65.8075
2020-04-13 02:35:01+02:00,8.42,71.9575
2020-04-13 02:35:31+02:00,8.42,71.9575
2020-04-13 02:36:01+02:00,8.42,71.9575
2020-04-13 02:36:31+02:00,8.62,75.0325
2020-04-13 02:37:01+02:00,8.62,75.0325
2020-04-13 02:37:31+02:00,8.22,68.8825
2020-04-13 02:38:01+02:00,8.82,78.1075
2020-04-13 02:38:31+02:00,9.22,84.2575
2020-04-13 02:39:01+02:00,8.82,78.1075
2020-04-13 02:39:31+02:00,8.62,75.0325
2020-04-13 02:40:01+02:00,9.02,81.1825
2020-04-13 02:40:31+02:00,9.82,93.4825
2020-04-13 02:41:02+02:00,10.02,96.5575
2020-04-13 02:41:32+02:00,9.62,90.4075
2020-04-13 02:42:02+02:00,8.02,65.8075
2020-04-13 02:42:32+02:00,8.82,78.1075
2020-04-13 02:43:02+02:00,9.42,87.3325
2020-04-13 02:43:32+02:00,10.42,102.707
2020-04-13 02:44:02+02:00,10.22,99.6325
2020-04-13 02:44:32+02:00,10.42,102.707
2020-04-13 02:45:02+02:00,10.62,105.783
2020-04-13 02:45:32+02:00,10.22,99.6325
2020-04-13 02:46:02+02:00,10.42,102.707
2020-04-13 02:46:32+02:00,10.62,105.783
2020-04-13 02:47:02+02:00,11.02,111.933
2020-04-13 02:47:32+02:00,10.82,108.857
2020-04-13 02:48:02+02:00,11.02,111.933
2020-04-13 02:48:32+02:00,10.82,108.857
2020-04-13 02:49:02+02:00,11.02,111.933
2020-04-13 02:49:32+02:00,11.42,118.082
2020-04-13 02:50:02+02:00,11.82,124.232
2020-04-13 02:50:32+02:00,10.62,105.783
2020-04-13 02:51:02+02:00,10.02,96.5575
2020-04-13 02:51:32+02:00,8.82,78.1075
2020-04-13 02:52:02+02:00,8.82,78.1075
2020-04-13 02:52:32+02:00,8.42,71.9575
2020-04-13 02:53:02+02:00,7.82,62.7325
2020-04-13 02:53:32+02:00,7.62,59.6575
2020-04-13 02:54:02+02:00,7.42,56.5825
2020-04-13 02:54:32+02:00,8.02,65.8075
2020-04-13 02:55:02+02:00,7.82,62.7325
2020-04-13 02:55:33+02:00,8.42,71.9575
2020-04-13 02:56:03+02:00,8.82,78.1075
2020-04-13 02:56:33+02:00,8.82,78.1075
2020-04-13 02:57:08+02:00,9.72,91.945
2020-04-13 02:57:42+02:00,9.32,85.795
2020-04-13 02:58:12+02:00,9.72,91.945
2020-04-13 02:58:42+02:00,9.12,82.72
2020-04-13 02:59:12+02:00,8.52,73.495
2020-04-13 02:59:42+02:00,7.72,61.195
2020-04-13 03:00:12+02:00,7.52,58.12
2020-04-13 03:00:42+02:00,7.32,55.045
2020-04-13 03:01:12+02:00,6.72,45.82
2020-04-13 03:01:42+02:00,6.52,42.745
2020-04-13 03:02:12+02:00,6.32,39.67
2020-04-13 03:02:42+02:00,5.92,33.52
2020-04-13 03:03:12+02:00,6.72,45.82
2020-04-13 03:03:42+02:00,6.32,39.67
2020-04-13 03:04:12+02:00,5.32,24.295
2020-04-13 03:04:42+02:00,4.92,18.145
2020-04-13 03:05:12+02:00,5.32,24.295
2020-04-13 03:05:42+02:00,4.92,18.145
2020-04-13 03:06:12+02:00,4.52,11.995
2020-04-13 03:06:42+02:00,4.52,11.995
2020-04-13 03:07:12+02:00,3.92,2.77
2020-04-13 03:07:42+02:00,4.32,8.92
2020-04-13 03:08:12+02:00,4.12,5.845
2020-04-13 03:08:42+02:00,4.52,11.995
2020-04-13 03:09:12+02:00,5.12,21.22
2020-04-13 03:09:43+02:00,5.52,27.37
2020-04-13 03:10:13+02:00,5.32,24.295
2020-04-13 03:10:43+02:00,5.32,24.295
2020-04-13 03:11:13+02:00,5.52,27.37
2020-04-13 03:11:43+02:00,5.72,30.445
2020-04-13 03:12:13+02:00,5.52,27.37
2020-04-13 03:12:43+02:00,5.32,24.295
2020-04-13 03:13:13+02:00,4.92,18.145
2020-04-13 03:13:43+02:00,5.32,24.295
2020-04-13 03:14:13+02:00,4.92,18.145
2020-04-13 03:14:43+02:00,4.92,18.145
2020-04-13 03:15:13+02:00,4.92,18.145
2020-04-13 03:15:43+02:00,3.92,2.77
2020-04-13 03:16:13+02:00,4.32,8.92
2020-04-13 03:16:43+02:00,4.52,11.995
2020-04-13 03:17:13+02:00,4.92,18.145
2020-04-13 03:17:43+02:00,4.52,11.995
2020-04-13 03:18:13+02:00,5.12,21.22
2020-04-13 03:18:43+02:00,4.92,18.145
2020-04-13 03:19:13+02:00,5.52,27.37
2020-04-13 03:19:43+02:00,5.92,33.52
2020-04-13 03:20:13+02:00,5.32,24.295
2020-04-13 03:20:43+02:00,5.92,33.52
2020-04-13 03:21:13+02:00,6.92,48.895
2020-04-13 03:21:43+02:00,7.52,58.12
2020-04-13 03:22:13+02:00,7.52,58.12
2020-04-13 03:22:43+02:00,7.32,55.045
2020-04-13 03:23:13+02:00,6.52,42.745
2020-04-13 03:23:43+02:00,6.92,48.895
2020-04-13 03:24:14+02:00,7.32,55.045
2020-04-13 03:24:44+02:00,7.12,51.97
